date,season,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_target,away_shots_target
2023-05-21,2223,Augsburg,Dortmund,0,3,A,4.0,28.0,1.0,10.0
2023-05-21,2223,Leverkusen,M'gladbach,2,2,D,13.0,9.0,6.0,5.0
2023-05-21,2223,Mainz,Stuttgart,1,4,A,9.0,8.0,6.0,6.0
2023-05-27,2223,Bochum,Leverkusen,3,0,H,10.0,11.0,5.0,2.0
2023-05-27,2223,Dortmund,Mainz,2,2,D,30.0,10.0,12.0,4.0
2023-05-27,2223,Ein Frankfurt,Freiburg,2,1,H,14.0,13.0,8.0,7.0
2023-05-27,2223,FC Koln,Bayern Munich,1,2,A,9.0,11.0,3.0,3.0
2023-05-27,2223,M'gladbach,Augsburg,2,0,H,17.0,9.0,7.0,3.0
2023-05-27,2223,RB Leipzig,Schalke 04,4,2,H,19.0,16.0,12.0,4.0
2023-05-27,2223,Stuttgart,Hoffenheim,1,1,D,19.0,8.0,4.0,2.0
2023-05-27,2223,Union Berlin,Werder Bremen,1,0,H,16.0,7.0,4.0,4.0
2023-05-27,2223,Wolfsburg,Hertha,1,2,A,19.0,9.0,9.0,5.0
2023-08-18,2324,Werder Bremen,Bayern Munich,0,4,A,6.0,25.0,1.0,10.0
2023-08-19,2324,Wolfsburg,Heidenheim,2,0,H,18.0,13.0,8.0,1.0
2023-08-19,2324,Dortmund,FC Koln,1,0,H,12.0,11.0,2.0,4.0
2023-08-19,2324,Stuttgart,Bochum,5,0,H,19.0,4.0,9.0,1.0
2023-08-19,2324,Leverkusen,RB Leipzig,3,2,H,11.0,13.0,7.0,6.0
2023-08-19,2324,Hoffenheim,Freiburg,1,2,A,24.0,17.0,5.0,8.0
2023-08-19,2324,Augsburg,M'gladbach,4,4,D,20.0,9.0,8.0,6.0
2023-08-20,2324,Union Berlin,Mainz,4,1,H,12.0,9.0,7.0,3.0
2023-08-20,2324,Ein Frankfurt,Darmstadt,1,0,H,10.0,11.0,4.0,2.0
2023-08-25,2324,RB Leipzig,Stuttgart,5,1,H,20.0,8.0,11.0,3.0
2023-08-26,2324,Bochum,Dortmund,1,1,D,17.0,13.0,6.0,3.0
2023-08-26,2324,Darmstadt,Union Berlin,1,4,A,18.0,12.0,6.0,6.0
2023-08-26,2324,FC Koln,Wolfsburg,1,2,A,14.0,9.0,2.0,6.0
2023-08-26,2324,Freiburg,Werder Bremen,1,0,H,23.0,16.0,6.0,2.0
2023-08-26,2324,Heidenheim,Hoffenheim,2,3,A,19.0,16.0,9.0,6.0
2023-08-26,2324,M'gladbach,Leverkusen,0,3,A,13.0,24.0,2.0,10.0
2023-08-27,2324,Bayern Munich,Augsburg,3,1,H,19.0,11.0,6.0,2.0
2023-08-27,2324,Mainz,Ein Frankfurt,1,1,D,13.0,8.0,7.0,2.0
2023-09-01,2324,Dortmund,Heidenheim,2,2,D,20.0,15.0,9.0,6.0
2023-09-02,2324,Augsburg,Bochum,2,2,D,11.0,22.0,3.0,9.0
2023-09-02,2324,Hoffenheim,Wolfsburg,3,1,H,11.0,14.0,5.0,7.0
2023-09-02,2324,Leverkusen,Darmstadt,5,1,H,24.0,5.0,13.0,1.0
2023-09-02,2324,Stuttgart,Freiburg,5,0,H,13.0,11.0,6.0,5.0
2023-09-02,2324,Werder Bremen,Mainz,4,0,H,12.0,12.0,6.0,3.0
2023-09-02,2324,M'gladbach,Bayern Munich,1,2,A,8.0,25.0,3.0,9.0
2023-09-03,2324,Ein Frankfurt,FC Koln,1,1,D,12.0,6.0,4.0,2.0
2023-09-03,2324,Union Berlin,RB Leipzig,0,3,A,4.0,15.0,1.0,8.0
2023-09-15,2324,Bayern Munich,Leverkusen,2,2,D,15.0,12.0,9.0,5.0
2023-09-16,2324,Wolfsburg,Union Berlin,2,1,H,8.0,17.0,3.0,5.0
2023-09-16,2324,Bochum,Ein Frankfurt,1,1,D,24.0,8.0,10.0,6.0
2023-09-16,2324,RB Leipzig,Augsburg,3,0,H,9.0,16.0,6.0,4.0
2023-09-16,2324,Mainz,Stuttgart,1,3,A,15.0,16.0,3.0,6.0
2023-09-16,2324,Freiburg,Dortmund,2,4,A,14.0,14.0,4.0,6.0
2023-09-16,2324,FC Koln,Hoffenheim,1,3,A,17.0,17.0,7.0,5.0
2023-09-17,2324,Heidenheim,Werder Bremen,4,2,H,19.0,11.0,4.0,4.0
2023-09-17,2324,Darmstadt,M'gladbach,3,3,D,15.0,21.0,8.0,10.0
2023-09-22,2324,Stuttgart,Darmstadt,3,1,H,18.0,3.0,11.0,0.0
2023-09-23,2324,Augsburg,Mainz,2,1,H,6.0,13.0,3.0,3.0
2023-09-23,2324,Bayern Munich,Bochum,7,0,H,26.0,4.0,16.0,1.0
2023-09-23,2324,Dortmund,Wolfsburg,1,0,H,18.0,8.0,4.0,2.0
2023-09-23,2324,M'gladbach,RB Leipzig,0,1,A,13.0,8.0,1.0,4.0
2023-09-23,2324,Union Berlin,Hoffenheim,0,2,A,22.0,11.0,6.0,4.0
2023-09-23,2324,Werder Bremen,FC Koln,2,1,H,17.0,13.0,6.0,5.0
2023-09-24,2324,Ein Frankfurt,Freiburg,0,0,D,13.0,9.0,5.0,2.0
2023-09-24,2324,Leverkusen,Heidenheim,4,1,H,20.0,1.0,10.0,1.0
2023-09-29,2324,Hoffenheim,Dortmund,1,3,A,15.0,6.0,5.0,5.0
2023-09-30,2324,Bochum,M'gladbach,1,3,A,23.0,25.0,5.0,9.0
2023-09-30,2324,FC Koln,Stuttgart,0,2,A,14.0,18.0,5.0,4.0
2023-09-30,2324,Heidenheim,Union Berlin,1,0,H,9.0,19.0,4.0,8.0
2023-09-30,2324,Mainz,Leverkusen,0,3,A,10.0,6.0,3.0,3.0
2023-09-30,2324,Wolfsburg,Ein Frankfurt,2,0,H,19.0,7.0,7.0,3.0
2023-09-30,2324,RB Leipzig,Bayern Munich,2,2,D,7.0,11.0,2.0,5.0
2023-10-01,2324,Darmstadt,Werder Bremen,4,2,H,14.0,10.0,5.0,7.0
2023-10-01,2324,Freiburg,Augsburg,2,0,H,7.0,13.0,3.0,4.0
2023-10-06,2324,M'gladbach,Mainz,2,2,D,20.0,13.0,9.0,7.0
2023-10-07,2324,Werder Bremen,Hoffenheim,2,3,A,13.0,11.0,3.0,4.0
2023-10-07,2324,Stuttgart,Wolfsburg,3,1,H,13.0,12.0,7.0,5.0
2023-10-07,2324,Dortmund,Union Berlin,4,2,H,12.0,12.0,7.0,6.0
2023-10-07,2324,RB Leipzig,Bochum,0,0,D,18.0,9.0,5.0,2.0
2023-10-07,2324,Augsburg,Darmstadt,1,2,A,17.0,17.0,3.0,5.0
2023-10-08,2324,Leverkusen,FC Koln,3,0,H,21.0,7.0,10.0,3.0
2023-10-08,2324,Bayern Munich,Freiburg,3,0,H,21.0,2.0,5.0,0.0
2023-10-08,2324,Ein Frankfurt,Heidenheim,2,0,H,12.0,7.0,6.0,2.0
2023-10-20,2324,Dortmund,Werder Bremen,1,0,H,22.0,6.0,5.0,1.0
2023-10-21,2324,Darmstadt,RB Leipzig,1,3,A,16.0,10.0,3.0,7.0
2023-10-21,2324,Freiburg,Bochum,2,1,H,15.0,13.0,5.0,5.0
2023-10-21,2324,Hoffenheim,Ein Frankfurt,1,3,A,14.0,13.0,5.0,5.0
2023-10-21,2324,Union Berlin,Stuttgart,0,3,A,10.0,10.0,2.0,5.0
2023-10-21,2324,Wolfsburg,Leverkusen,1,2,A,18.0,13.0,7.0,6.0
2023-10-21,2324,Mainz,Bayern Munich,1,3,A,14.0,12.0,3.0,5.0
2023-10-22,2324,Heidenheim,Augsburg,2,5,A,16.0,9.0,5.0,6.0
2023-10-22,2324,FC Koln,M'gladbach,3,1,H,21.0,5.0,8.0,2.0
2023-10-27,2324,Bochum,Mainz,2,2,D,10.0,10.0,4.0,4.0
2023-10-28,2324,Augsburg,Wolfsburg,3,2,H,9.0,13.0,5.0,6.0
2023-10-28,2324,Bayern Munich,Darmstadt,8,0,H,28.0,10.0,16.0,4.0
2023-10-28,2324,M'gladbach,Heidenheim,2,1,H,11.0,8.0,6.0,3.0
2023-10-28,2324,Stuttgart,Hoffenheim,2,3,A,23.0,7.0,10.0,5.0
2023-10-28,2324,Werder Bremen,Union Berlin,2,0,H,9.0,7.0,3.0,2.0
2023-10-28,2324,RB Leipzig,FC Koln,6,0,H,24.0,6.0,13.0,1.0
2023-10-29,2324,Ein Frankfurt,Dortmund,3,3,D,11.0,14.0,7.0,4.0
2023-10-29,2324,Leverkusen,Freiburg,2,1,H,19.0,10.0,4.0,4.0
2023-11-03,2324,Darmstadt,Bochum,1,2,A,15.0,9.0,4.0,4.0
2023-11-04,2324,Union Berlin,Ein Frankfurt,0,3,A,10.0,4.0,3.0,3.0
2023-11-04,2324,Dortmund,Bayern Munich,0,4,A,15.0,14.0,1.0,8.0
2023-11-04,2324,Mainz,RB Leipzig,2,0,H,10.0,10.0,3.0,2.0
2023-11-04,2324,Hoffenheim,Leverkusen,2,3,A,12.0,10.0,7.0,4.0
2023-11-04,2324,Freiburg,M'gladbach,3,3,D,15.0,10.0,8.0,5.0
2023-11-04,2324,FC Koln,Augsburg,1,1,D,28.0,18.0,12.0,3.0
2023-11-05,2324,Wolfsburg,Werder Bremen,2,2,D,15.0,13.0,5.0,4.0
2023-11-05,2324,Heidenheim,Stuttgart,2,0,H,19.0,14.0,2.0,2.0
2023-11-10,2324,M'gladbach,Wolfsburg,4,0,H,16.0,12.0,8.0,4.0
2023-11-11,2324,Augsburg,Hoffenheim,1,1,D,11.0,12.0,6.0,6.0
2023-11-11,2324,Bayern Munich,Heidenheim,4,2,H,18.0,7.0,8.0,2.0
2023-11-11,2324,Darmstadt,Mainz,0,0,D,9.0,9.0,3.0,0.0
2023-11-11,2324,Stuttgart,Dortmund,2,1,H,22.0,5.0,10.0,1.0
2023-11-11,2324,Bochum,FC Koln,1,1,D,25.0,10.0,9.0,6.0
2023-11-12,2324,Werder Bremen,Ein Frankfurt,2,2,D,14.0,14.0,5.0,3.0
2023-11-12,2324,RB Leipzig,Freiburg,3,1,H,15.0,9.0,6.0,3.0
2023-11-12,2324,Leverkusen,Union Berlin,4,0,H,19.0,2.0,10.0,2.0
2023-11-24,2324,FC Koln,Bayern Munich,0,1,A,6.0,19.0,2.0,5.0
2023-11-25,2324,Dortmund,M'gladbach,4,2,H,20.0,10.0,13.0,3.0
2023-11-25,2324,Freiburg,Darmstadt,1,1,D,16.0,7.0,3.0,1.0
2023-11-25,2324,Union Berlin,Augsburg,1,1,D,16.0,11.0,6.0,2.0
2023-11-25,2324,Werder Bremen,Leverkusen,0,3,A,2.0,13.0,1.0,4.0
2023-11-25,2324,Wolfsburg,RB Leipzig,2,1,H,10.0,26.0,4.0,10.0
2023-11-25,2324,Ein Frankfurt,Stuttgart,1,2,A,14.0,11.0,1.0,5.0
2023-11-26,2324,Heidenheim,Bochum,0,0,D,9.0,9.0,3.0,2.0
2023-11-26,2324,Hoffenheim,Mainz,1,1,D,15.0,15.0,6.0,6.0
2023-12-01,2324,Darmstadt,FC Koln,0,1,A,11.0,11.0,1.0,6.0
2023-12-02,2324,Stuttgart,Werder Bremen,2,0,H,17.0,11.0,6.0,3.0
2023-12-02,2324,M'gladbach,Hoffenheim,2,1,H,9.0,17.0,3.0,5.0
2023-12-02,2324,Bochum,Wolfsburg,3,1,H,19.0,15.0,9.0,6.0
2023-12-02,2324,RB Leipzig,Heidenheim,2,1,H,23.0,7.0,8.0,1.0
2023-12-03,2324,Mainz,Freiburg,0,1,A,19.0,13.0,6.0,5.0
2023-12-03,2324,Leverkusen,Dortmund,1,1,D,22.0,6.0,6.0,2.0
2023-12-03,2324,Augsburg,Ein Frankfurt,2,1,H,9.0,12.0,4.0,6.0
2023-12-08,2324,Hoffenheim,Bochum,3,1,H,18.0,22.0,7.0,5.0
2023-12-09,2324,Ein Frankfurt,Bayern Munich,5,1,H,14.0,17.0,6.0,6.0
2023-12-09,2324,Heidenheim,Darmstadt,3,2,H,16.0,20.0,7.0,7.0
2023-12-09,2324,Union Berlin,M'gladbach,3,1,H,16.0,13.0,6.0,4.0
2023-12-09,2324,Werder Bremen,Augsburg,2,0,H,12.0,11.0,5.0,1.0
2023-12-09,2324,Wolfsburg,Freiburg,0,1,A,10.0,4.0,3.0,1.0
2023-12-09,2324,Dortmund,RB Leipzig,2,3,A,18.0,24.0,6.0,8.0
2023-12-10,2324,FC Koln,Mainz,0,0,D,7.0,13.0,3.0,5.0
2023-12-10,2324,Stuttgart,Leverkusen,1,1,D,22.0,20.0,12.0,6.0
2023-12-15,2324,M'gladbach,Werder Bremen,2,2,D,15.0,10.0,4.0,5.0
2023-12-16,2324,Augsburg,Dortmund,1,1,D,20.0,24.0,4.0,6.0
2023-12-16,2324,Bochum,Union Berlin,3,0,H,21.0,10.0,7.0,2.0
2023-12-16,2324,Darmstadt,Wolfsburg,0,1,A,14.0,11.0,4.0,3.0
2023-12-16,2324,Mainz,Heidenheim,0,1,A,16.0,5.0,4.0,2.0
2023-12-16,2324,RB Leipzig,Hoffenheim,3,1,H,23.0,10.0,11.0,4.0
2023-12-17,2324,Freiburg,FC Koln,2,0,H,23.0,7.0,7.0,1.0
2023-12-17,2324,Leverkusen,Ein Frankfurt,3,0,H,14.0,4.0,6.0,2.0
2023-12-17,2324,Bayern Munich,Stuttgart,3,0,H,17.0,5.0,8.0,2.0
2023-12-19,2324,Hoffenheim,Darmstadt,3,3,D,13.0,14.0,4.0,3.0
2023-12-19,2324,Dortmund,Mainz,1,1,D,21.0,11.0,8.0,6.0
2023-12-19,2324,Werder Bremen,RB Leipzig,1,1,D,11.0,18.0,3.0,9.0
2023-12-20,2324,Union Berlin,FC Koln,2,0,H,12.0,15.0,8.0,7.0
2023-12-20,2324,Ein Frankfurt,M'gladbach,2,1,H,15.0,7.0,7.0,2.0
2023-12-20,2324,Heidenheim,Freiburg,3,2,H,14.0,10.0,3.0,4.0
2023-12-20,2324,Leverkusen,Bochum,4,0,H,15.0,6.0,8.0,1.0
2023-12-20,2324,Stuttgart,Augsburg,3,0,H,17.0,6.0,7.0,5.0
2023-12-20,2324,Wolfsburg,Bayern Munich,1,2,A,5.0,20.0,4.0,7.0
2024-01-12,2324,Bayern Munich,Hoffenheim,3,0,H,27.0,12.0,12.0,4.0
2024-01-13,2324,Darmstadt,Dortmund,0,3,A,10.0,17.0,2.0,8.0
2024-01-13,2324,RB Leipzig,Ein Frankfurt,0,1,A,26.0,5.0,7.0,1.0
2024-01-13,2324,Mainz,Wolfsburg,1,1,D,12.0,9.0,4.0,4.0
2024-01-13,2324,FC Koln,Heidenheim,1,1,D,13.0,10.0,6.0,2.0
2024-01-13,2324,Augsburg,Leverkusen,0,1,A,2.0,25.0,0.0,6.0
2024-01-13,2324,Freiburg,Union Berlin,0,0,D,14.0,8.0,4.0,4.0
2024-01-14,2324,Bochum,Werder Bremen,1,1,D,13.0,15.0,4.0,4.0
2024-01-14,2324,M'gladbach,Stuttgart,3,1,H,8.0,14.0,4.0,2.0
2024-01-20,2324,Bochum,Stuttgart,1,0,H,6.0,17.0,1.0,4.0
2024-01-20,2324,Darmstadt,Ein Frankfurt,2,2,D,13.0,7.0,3.0,4.0
2024-01-20,2324,FC Koln,Dortmund,0,4,A,16.0,11.0,5.0,7.0
2024-01-20,2324,Freiburg,Hoffenheim,3,2,H,16.0,16.0,8.0,4.0
2024-01-20,2324,Heidenheim,Wolfsburg,1,1,D,12.0,12.0,3.0,3.0
2024-01-20,2324,RB Leipzig,Leverkusen,2,3,A,11.0,18.0,6.0,5.0
2024-01-21,2324,Bayern Munich,Werder Bremen,0,1,A,21.0,8.0,6.0,3.0
2024-01-21,2324,M'gladbach,Augsburg,1,2,A,18.0,15.0,4.0,7.0
2024-01-24,2324,Bayern Munich,Union Berlin,1,0,H,24.0,4.0,10.0,1.0
2024-01-26,2324,Ein Frankfurt,Mainz,1,0,H,13.0,7.0,4.0,0.0
2024-01-27,2324,Leverkusen,M'gladbach,0,0,D,28.0,4.0,8.0,3.0
2024-01-27,2324,Wolfsburg,FC Koln,1,1,D,12.0,6.0,5.0,2.0
2024-01-27,2324,Werder Bremen,Freiburg,3,1,H,14.0,7.0,4.0,4.0
2024-01-27,2324,Stuttgart,RB Leipzig,5,2,H,19.0,4.0,11.0,2.0
2024-01-27,2324,Hoffenheim,Heidenheim,1,1,D,20.0,15.0,8.0,3.0
2024-01-27,2324,Augsburg,Bayern Munich,2,3,A,14.0,13.0,7.0,4.0
2024-01-28,2324,Union Berlin,Darmstadt,1,0,H,19.0,15.0,6.0,1.0
2024-01-28,2324,Dortmund,Bochum,3,1,H,15.0,10.0,6.0,4.0
2024-02-02,2324,Heidenheim,Dortmund,0,0,D,11.0,13.0,0.0,5.0
2024-02-03,2324,Bayern Munich,M'gladbach,3,1,H,21.0,11.0,6.0,4.0
2024-02-03,2324,Bochum,Augsburg,1,1,D,9.0,12.0,4.0,6.0
2024-02-03,2324,Darmstadt,Leverkusen,0,2,A,8.0,18.0,6.0,7.0
2024-02-03,2324,Freiburg,Stuttgart,1,3,A,7.0,17.0,4.0,9.0
2024-02-03,2324,Mainz,Werder Bremen,0,1,A,20.0,6.0,5.0,1.0
2024-02-03,2324,FC Koln,Ein Frankfurt,2,0,H,14.0,11.0,4.0,4.0
2024-02-04,2324,RB Leipzig,Union Berlin,2,0,H,16.0,10.0,6.0,2.0
2024-02-04,2324,Wolfsburg,Hoffenheim,2,2,D,14.0,17.0,8.0,7.0
2024-02-07,2324,Mainz,Union Berlin,1,1,D,16.0,15.0,7.0,4.0
2024-02-09,2324,Dortmund,Freiburg,3,0,H,17.0,6.0,8.0,3.0
2024-02-10,2324,Augsburg,RB Leipzig,2,2,D,11.0,9.0,4.0,6.0
2024-02-10,2324,Ein Frankfurt,Bochum,1,1,D,8.0,14.0,2.0,5.0
2024-02-10,2324,M'gladbach,Darmstadt,0,0,D,22.0,10.0,8.0,1.0
2024-02-10,2324,Union Berlin,Wolfsburg,1,0,H,7.0,15.0,2.0,5.0
2024-02-10,2324,Werder Bremen,Heidenheim,1,2,A,14.0,10.0,3.0,3.0
2024-02-10,2324,Leverkusen,Bayern Munich,3,0,H,14.0,8.0,8.0,1.0
2024-02-11,2324,Stuttgart,Mainz,3,1,H,10.0,16.0,7.0,6.0
2024-02-11,2324,Hoffenheim,FC Koln,1,1,D,10.0,5.0,4.0,1.0
2024-02-16,2324,FC Koln,Werder Bremen,0,1,A,10.0,13.0,2.0,4.0
2024-02-17,2324,Wolfsburg,Dortmund,1,1,D,9.0,12.0,4.0,5.0
2024-02-17,2324,RB Leipzig,M'gladbach,2,0,H,16.0,13.0,9.0,0.0
2024-02-17,2324,Mainz,Augsburg,1,0,H,19.0,10.0,4.0,4.0
2024-02-17,2324,Hoffenheim,Union Berlin,0,1,A,16.0,10.0,4.0,3.0
2024-02-17,2324,Heidenheim,Leverkusen,1,2,A,6.0,17.0,3.0,4.0
2024-02-17,2324,Darmstadt,Stuttgart,1,2,A,21.0,13.0,9.0,4.0
2024-02-18,2324,Freiburg,Ein Frankfurt,3,3,D,13.0,10.0,8.0,6.0
2024-02-18,2324,Bochum,Bayern Munich,3,2,H,14.0,26.0,5.0,10.0
2024-02-23,2324,Leverkusen,Mainz,2,1,H,18.0,13.0,7.0,4.0
2024-02-24,2324,M'gladbach,Bochum,5,2,H,22.0,15.0,6.0,5.0
2024-02-24,2324,Stuttgart,FC Koln,1,1,D,13.0,12.0,5.0,6.0
2024-02-24,2324,Union Berlin,Heidenheim,2,2,D,12.0,9.0,3.0,4.0
2024-02-24,2324,Werder Bremen,Darmstadt,1,1,D,13.0,11.0,4.0,3.0
2024-02-24,2324,Bayern Munich,RB Leipzig,2,1,H,16.0,11.0,4.0,5.0
2024-02-25,2324,Dortmund,Hoffenheim,2,3,A,19.0,7.0,7.0,5.0
2024-02-25,2324,Augsburg,Freiburg,2,1,H,21.0,5.0,8.0,1.0
2024-02-25,2324,Ein Frankfurt,Wolfsburg,2,2,D,12.0,14.0,5.0,8.0
2024-03-01,2324,Freiburg,Bayern Munich,2,2,D,17.0,21.0,5.0,9.0
2024-03-02,2324,Bochum,RB Leipzig,1,4,A,15.0,10.0,4.0,4.0
2024-03-02,2324,Darmstadt,Augsburg,0,6,A,10.0,21.0,5.0,6.0
2024-03-02,2324,Heidenheim,Ein Frankfurt,1,2,A,16.0,11.0,3.0,6.0
2024-03-02,2324,Mainz,M'gladbach,1,1,D,21.0,14.0,5.0,5.0
2024-03-02,2324,Union Berlin,Dortmund,0,2,A,13.0,12.0,5.0,7.0
2024-03-02,2324,Wolfsburg,Stuttgart,2,3,A,12.0,7.0,2.0,3.0
2024-03-03,2324,FC Koln,Leverkusen,0,2,A,6.0,17.0,0.0,6.0
2024-03-03,2324,Hoffenheim,Werder Bremen,2,1,H,14.0,18.0,7.0,8.0
2024-03-08,2324,Stuttgart,Union Berlin,2,0,H,14.0,10.0,5.0,4.0
2024-03-09,2324,RB Leipzig,Darmstadt,2,0,H,28.0,9.0,8.0,4.0
2024-03-09,2324,Werder Bremen,Dortmund,1,2,A,15.0,13.0,5.0,6.0
2024-03-09,2324,M'gladbach,FC Koln,3,3,D,16.0,12.0,5.0,5.0
2024-03-09,2324,Augsburg,Heidenheim,1,0,H,8.0,6.0,4.0,1.0
2024-03-09,2324,Bayern Munich,Mainz,8,1,H,25.0,13.0,12.0,3.0
2024-03-10,2324,Bochum,Freiburg,1,2,A,18.0,9.0,6.0,5.0
2024-03-10,2324,Ein Frankfurt,Hoffenheim,3,1,H,17.0,6.0,7.0,2.0
2024-03-10,2324,Leverkusen,Wolfsburg,2,0,H,19.0,2.0,7.0,1.0
2024-03-15,2324,FC Koln,RB Leipzig,1,5,A,9.0,23.0,2.0,7.0
2024-03-16,2324,Darmstadt,Bayern Munich,2,5,A,7.0,26.0,3.0,6.0
2024-03-16,2324,Heidenheim,M'gladbach,1,1,D,16.0,6.0,5.0,2.0
2024-03-16,2324,Mainz,Bochum,2,0,H,13.0,11.0,4.0,4.0
2024-03-16,2324,Union Berlin,Werder Bremen,2,1,H,11.0,10.0,5.0,2.0
2024-03-16,2324,Wolfsburg,Augsburg,1,3,A,15.0,14.0,4.0,5.0
2024-03-16,2324,Hoffenheim,Stuttgart,0,3,A,8.0,25.0,1.0,12.0
2024-03-17,2324,Dortmund,Ein Frankfurt,3,1,H,16.0,8.0,6.0,6.0
2024-03-17,2324,Freiburg,Leverkusen,2,3,A,9.0,18.0,3.0,7.0
2024-03-30,2324,Ein Frankfurt,Union Berlin,0,0,D,18.0,10.0,4.0,2.0
2024-03-30,2324,Leverkusen,Hoffenheim,2,1,H,36.0,6.0,12.0,2.0
2024-03-30,2324,M'gladbach,Freiburg,0,3,A,18.0,13.0,4.0,8.0
2024-03-30,2324,RB Leipzig,Mainz,0,0,D,23.0,8.0,10.0,2.0
2024-03-30,2324,Werder Bremen,Wolfsburg,0,2,A,6.0,15.0,1.0,5.0
2024-03-30,2324,Bayern Munich,Dortmund,0,2,A,16.0,11.0,3.0,5.0
2024-03-31,2324,Augsburg,FC Koln,1,1,D,24.0,12.0,6.0,2.0
2024-03-31,2324,Stuttgart,Heidenheim,3,3,D,20.0,6.0,6.0,3.0
2024-03-31,2324,Bochum,Darmstadt,2,2,D,20.0,13.0,7.0,3.0
2024-04-05,2324,Ein Frankfurt,Werder Bremen,1,1,D,19.0,10.0,5.0,7.0
2024-04-06,2324,Freiburg,RB Leipzig,1,4,A,15.0,15.0,4.0,6.0
2024-04-06,2324,Dortmund,Stuttgart,0,1,A,14.0,10.0,7.0,2.0
2024-04-06,2324,Union Berlin,Leverkusen,0,1,A,8.0,19.0,1.0,8.0
2024-04-06,2324,FC Koln,Bochum,2,1,H,17.0,8.0,6.0,2.0
2024-04-06,2324,Heidenheim,Bayern Munich,3,2,H,9.0,15.0,4.0,8.0
2024-04-06,2324,Mainz,Darmstadt,4,0,H,18.0,14.0,9.0,2.0
2024-04-07,2324,Hoffenheim,Augsburg,3,1,H,17.0,14.0,6.0,7.0
2024-04-07,2324,Wolfsburg,M'gladbach,1,3,A,13.0,10.0,4.0,6.0
2024-04-12,2324,Augsburg,Union Berlin,2,0,H,12.0,17.0,4.0,4.0
2024-04-13,2324,Stuttgart,Ein Frankfurt,3,0,H,9.0,10.0,6.0,3.0
2024-04-13,2324,M'gladbach,Dortmund,1,2,A,16.0,12.0,5.0,4.0
2024-04-13,2324,RB Leipzig,Wolfsburg,3,0,H,15.0,10.0,6.0,3.0
2024-04-13,2324,Bochum,Heidenheim,1,1,D,24.0,10.0,5.0,3.0
2024-04-13,2324,Bayern Munich,FC Koln,2,0,H,17.0,11.0,7.0,5.0
2024-04-13,2324,Mainz,Hoffenheim,4,1,H,23.0,5.0,8.0,1.0
2024-04-14,2324,Darmstadt,Freiburg,0,1,A,16.0,9.0,4.0,3.0
2024-04-14,2324,Leverkusen,Werder Bremen,5,0,H,19.0,7.0,10.0,3.0
2024-04-19,2324,Ein Frankfurt,Augsburg,3,1,H,12.0,6.0,7.0,1.0
2024-04-20,2324,Union Berlin,Bayern Munich,1,5,A,15.0,18.0,4.0,9.0
2024-04-20,2324,FC Koln,Darmstadt,0,2,A,18.0,12.0,4.0,6.0
2024-04-20,2324,Heidenheim,RB Leipzig,1,2,A,9.0,11.0,5.0,4.0
2024-04-20,2324,Hoffenheim,M'gladbach,4,3,H,27.0,13.0,9.0,7.0
2024-04-20,2324,Wolfsburg,Bochum,1,0,H,10.0,9.0,5.0,1.0
2024-04-21,2324,Dortmund,Leverkusen,1,1,D,9.0,13.0,2.0,5.0
2024-04-21,2324,Freiburg,Mainz,1,1,D,7.0,17.0,3.0,4.0
2024-04-21,2324,Werder Bremen,Stuttgart,2,1,H,9.0,14.0,2.0,5.0
2024-04-26,2324,Bochum,Hoffenheim,3,2,H,35.0,12.0,13.0,4.0
2024-04-27,2324,Bayern Munich,Ein Frankfurt,2,1,H,19.0,10.0,9.0,3.0
2024-04-27,2324,Leverkusen,Stuttgart,2,2,D,14.0,11.0,6.0,4.0
2024-04-27,2324,RB Leipzig,Dortmund,4,1,H,21.0,12.0,7.0,5.0
2024-04-27,2324,Augsburg,Werder Bremen,0,3,A,14.0,16.0,1.0,8.0
2024-04-27,2324,Freiburg,Wolfsburg,1,2,A,16.0,13.0,3.0,5.0
2024-04-28,2324,M'gladbach,Union Berlin,0,0,D,13.0,14.0,4.0,7.0
2024-04-28,2324,Mainz,FC Koln,1,1,D,16.0,16.0,4.0,6.0
2024-04-28,2324,Darmstadt,Heidenheim,0,1,A,12.0,19.0,4.0,6.0
2024-05-03,2324,Hoffenheim,RB Leipzig,1,1,D,18.0,8.0,8.0,5.0
2024-05-04,2324,Dortmund,Augsburg,5,1,H,21.0,20.0,10.0,4.0
2024-05-04,2324,Stuttgart,Bayern Munich,3,1,H,24.0,10.0,11.0,3.0
2024-05-04,2324,Werder Bremen,M'gladbach,2,2,D,17.0,17.0,6.0,7.0
2024-05-04,2324,Wolfsburg,Darmstadt,3,0,H,18.0,6.0,6.0,1.0
2024-05-04,2324,FC Koln,Freiburg,0,0,D,20.0,4.0,7.0,0.0
2024-05-05,2324,Union Berlin,Bochum,3,4,A,12.0,17.0,6.0,5.0
2024-05-05,2324,Ein Frankfurt,Leverkusen,1,5,A,16.0,10.0,5.0,6.0
2024-05-05,2324,Heidenheim,Mainz,1,1,D,16.0,10.0,6.0,4.0
2024-05-10,2324,Augsburg,Stuttgart,0,1,A,9.0,19.0,1.0,7.0
2024-05-11,2324,FC Koln,Union Berlin,3,2,H,18.0,14.0,5.0,6.0
2024-05-11,2324,Freiburg,Heidenheim,1,1,D,19.0,9.0,3.0,3.0
