date,season,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_target,away_shots_target
2021-05-22,2021,Wolfsburg,Mainz,2,3,A,16.0,14.0,5.0,8.0
2021-05-22,2021,Werder Bremen,M'gladbach,2,4,A,16.0,15.0,8.0,8.0
2021-05-22,2021,Stuttgart,Bielefeld,0,2,A,11.0,11.0,0.0,3.0
2021-05-22,2021,Hoffenheim,Hertha,2,1,H,21.0,9.0,5.0,5.0
2021-05-22,2021,FC Koln,Schalke 04,1,0,H,20.0,7.0,10.0,1.0
2021-05-22,2021,Bayern Munich,Augsburg,5,2,H,24.0,9.0,13.0,5.0
2021-05-22,2021,Ein Frankfurt,Freiburg,3,1,H,18.0,11.0,11.0,6.0
2021-05-22,2021,Dortmund,Leverkusen,3,1,H,10.0,16.0,4.0,7.0
2021-08-13,2122,M'gladbach,Bayern Munich,1,1,D,11.0,20.0,5.0,10.0
2021-08-14,2122,Augsburg,Hoffenheim,0,4,A,7.0,15.0,0.0,8.0
2021-08-14,2122,Bielefeld,Freiburg,0,0,D,10.0,14.0,4.0,6.0
2021-08-14,2122,Stuttgart,Greuther Furth,5,1,H,30.0,8.0,15.0,4.0
2021-08-14,2122,Union Berlin,Leverkusen,1,1,D,8.0,16.0,5.0,4.0
2021-08-14,2122,Wolfsburg,Bochum,1,0,H,21.0,7.0,9.0,1.0
2021-08-14,2122,Dortmund,Ein Frankfurt,5,2,H,12.0,12.0,7.0,3.0
2021-08-15,2122,FC Koln,Hertha,3,1,H,15.0,11.0,5.0,5.0
2021-08-15,2122,Mainz,RB Leipzig,1,0,H,7.0,15.0,2.0,2.0
2021-08-20,2122,RB Leipzig,Stuttgart,4,0,H,26.0,11.0,11.0,5.0
2021-08-21,2122,Leverkusen,M'gladbach,4,0,H,13.0,11.0,6.0,6.0
2021-08-21,2122,Hertha,Wolfsburg,1,2,A,12.0,12.0,4.0,3.0
2021-08-21,2122,Greuther Furth,Bielefeld,1,1,D,20.0,9.0,5.0,2.0
2021-08-21,2122,Bochum,Mainz,2,0,H,9.0,16.0,5.0,3.0
2021-08-21,2122,Ein Frankfurt,Augsburg,0,0,D,20.0,4.0,5.0,0.0
2021-08-21,2122,Freiburg,Dortmund,2,1,H,8.0,19.0,4.0,2.0
2021-08-22,2122,Hoffenheim,Union Berlin,2,2,D,7.0,11.0,3.0,8.0
2021-08-22,2122,Bayern Munich,FC Koln,3,2,H,18.0,10.0,6.0,3.0
2021-08-27,2122,Dortmund,Hoffenheim,3,2,H,23.0,9.0,13.0,5.0
2021-08-28,2122,Bayern Munich,Hertha,5,0,H,17.0,8.0,6.0,3.0
2021-08-28,2122,Stuttgart,Freiburg,2,3,A,17.0,14.0,7.0,7.0
2021-08-28,2122,Mainz,Greuther Furth,3,0,H,17.0,8.0,9.0,1.0
2021-08-28,2122,FC Koln,Bochum,2,1,H,21.0,10.0,5.0,1.0
2021-08-28,2122,Augsburg,Leverkusen,1,4,A,13.0,13.0,4.0,5.0
2021-08-28,2122,Bielefeld,Ein Frankfurt,1,1,D,14.0,12.0,5.0,3.0
2021-08-29,2122,Union Berlin,M'gladbach,2,1,H,12.0,18.0,4.0,5.0
2021-08-29,2122,Wolfsburg,RB Leipzig,1,0,H,8.0,12.0,2.0,2.0
2021-09-11,2122,Freiburg,FC Koln,1,1,D,10.0,15.0,3.0,5.0
2021-09-11,2122,Greuther Furth,Wolfsburg,0,2,A,7.0,10.0,3.0,4.0
2021-09-11,2122,Hoffenheim,Mainz,0,2,A,12.0,11.0,0.0,4.0
2021-09-11,2122,Leverkusen,Dortmund,3,4,A,11.0,15.0,5.0,7.0
2021-09-11,2122,Union Berlin,Augsburg,0,0,D,15.0,13.0,6.0,6.0
2021-09-11,2122,RB Leipzig,Bayern Munich,1,4,A,10.0,18.0,4.0,6.0
2021-09-12,2122,Bochum,Hertha,1,3,A,19.0,5.0,5.0,4.0
2021-09-12,2122,M'gladbach,Bielefeld,3,1,H,17.0,18.0,4.0,7.0
2021-09-12,2122,Ein Frankfurt,Stuttgart,1,1,D,18.0,9.0,5.0,3.0
2021-09-17,2122,Hertha,Greuther Furth,2,1,H,15.0,10.0,3.0,3.0
2021-09-18,2122,Augsburg,M'gladbach,1,0,H,8.0,11.0,1.0,1.0
2021-09-18,2122,Bayern Munich,Bochum,7,0,H,22.0,5.0,15.0,1.0
2021-09-18,2122,Bielefeld,Hoffenheim,0,0,D,9.0,16.0,2.0,3.0
2021-09-18,2122,Mainz,Freiburg,0,0,D,10.0,7.0,3.0,2.0
2021-09-18,2122,FC Koln,RB Leipzig,1,1,D,14.0,18.0,6.0,9.0
2021-09-19,2122,Stuttgart,Leverkusen,1,3,A,18.0,7.0,8.0,4.0
2021-09-19,2122,Dortmund,Union Berlin,4,2,H,13.0,9.0,4.0,6.0
2021-09-19,2122,Wolfsburg,Ein Frankfurt,1,1,D,15.0,6.0,6.0,2.0
2021-09-24,2122,Greuther Furth,Bayern Munich,1,3,A,11.0,12.0,6.0,4.0
2021-09-25,2122,RB Leipzig,Hertha,6,0,H,18.0,5.0,11.0,3.0
2021-09-25,2122,M'gladbach,Dortmund,1,0,H,14.0,8.0,3.0,0.0
2021-09-25,2122,Union Berlin,Bielefeld,1,0,H,17.0,9.0,4.0,2.0
2021-09-25,2122,Leverkusen,Mainz,1,0,H,16.0,14.0,9.0,5.0
2021-09-25,2122,Ein Frankfurt,FC Koln,1,1,D,10.0,15.0,3.0,2.0
2021-09-25,2122,Hoffenheim,Wolfsburg,3,1,H,11.0,13.0,3.0,2.0
2021-09-26,2122,Bochum,Stuttgart,0,0,D,14.0,8.0,4.0,3.0
2021-09-26,2122,Freiburg,Augsburg,3,0,H,19.0,8.0,9.0,2.0
2021-10-01,2122,FC Koln,Greuther Furth,3,1,H,18.0,7.0,8.0,3.0
2021-10-02,2122,Dortmund,Augsburg,2,1,H,17.0,5.0,3.0,3.0
2021-10-02,2122,Hertha,Freiburg,1,2,A,12.0,9.0,3.0,4.0
2021-10-02,2122,Stuttgart,Hoffenheim,3,1,H,12.0,13.0,6.0,4.0
2021-10-02,2122,Wolfsburg,M'gladbach,1,3,A,10.0,19.0,5.0,11.0
2021-10-02,2122,RB Leipzig,Bochum,3,0,H,15.0,9.0,9.0,2.0
2021-10-03,2122,Bayern Munich,Ein Frankfurt,1,2,A,21.0,5.0,11.0,3.0
2021-10-03,2122,Bielefeld,Leverkusen,0,4,A,10.0,19.0,3.0,7.0
2021-10-03,2122,Mainz,Union Berlin,1,2,A,11.0,15.0,4.0,3.0
2021-10-15,2122,Hoffenheim,FC Koln,5,0,H,14.0,10.0,8.0,0.0
2021-10-16,2122,Dortmund,Mainz,3,1,H,11.0,5.0,5.0,2.0
2021-10-16,2122,Ein Frankfurt,Hertha,1,2,A,13.0,12.0,5.0,6.0
2021-10-16,2122,Freiburg,RB Leipzig,1,1,D,15.0,13.0,2.0,4.0
2021-10-16,2122,Greuther Furth,Bochum,0,1,A,12.0,9.0,3.0,2.0
2021-10-16,2122,Union Berlin,Wolfsburg,2,0,H,6.0,13.0,3.0,4.0
2021-10-16,2122,M'gladbach,Stuttgart,1,1,D,31.0,5.0,8.0,2.0
2021-10-17,2122,Leverkusen,Bayern Munich,1,5,A,7.0,27.0,4.0,11.0
2021-10-17,2122,Augsburg,Bielefeld,1,1,D,14.0,10.0,6.0,3.0
2021-10-22,2122,Mainz,Augsburg,4,1,H,19.0,6.0,8.0,2.0
2021-10-23,2122,Hertha,M'gladbach,1,0,H,10.0,10.0,4.0,1.0
2021-10-23,2122,RB Leipzig,Greuther Furth,4,1,H,13.0,8.0,5.0,4.0
2021-10-23,2122,Wolfsburg,Freiburg,0,2,A,17.0,11.0,4.0,4.0
2021-10-23,2122,Bayern Munich,Hoffenheim,4,0,H,15.0,9.0,7.0,2.0
2021-10-23,2122,Bielefeld,Dortmund,1,3,A,13.0,14.0,6.0,7.0
2021-10-24,2122,FC Koln,Leverkusen,2,2,D,17.0,9.0,5.0,6.0
2021-10-24,2122,Stuttgart,Union Berlin,1,1,D,8.0,11.0,2.0,3.0
2021-10-24,2122,Bochum,Ein Frankfurt,2,0,H,19.0,14.0,7.0,6.0
2021-10-29,2122,Hoffenheim,Hertha,2,0,H,14.0,5.0,3.0,2.0
2021-10-30,2122,Bielefeld,Mainz,1,2,A,15.0,16.0,7.0,6.0
2021-10-30,2122,Dortmund,FC Koln,2,0,H,7.0,19.0,4.0,6.0
2021-10-30,2122,Freiburg,Greuther Furth,3,1,H,12.0,8.0,5.0,4.0
2021-10-30,2122,Leverkusen,Wolfsburg,0,2,A,12.0,13.0,1.0,8.0
2021-10-30,2122,Union Berlin,Bayern Munich,2,5,A,9.0,14.0,6.0,6.0
2021-10-30,2122,Ein Frankfurt,RB Leipzig,1,1,D,12.0,15.0,3.0,7.0
2021-10-31,2122,M'gladbach,Bochum,2,1,H,14.0,11.0,5.0,4.0
2021-10-31,2122,Augsburg,Stuttgart,4,1,H,20.0,12.0,12.0,3.0
2021-11-05,2122,Mainz,M'gladbach,1,1,D,19.0,11.0,8.0,5.0
2021-11-06,2122,Bayern Munich,Freiburg,2,1,H,29.0,14.0,11.0,4.0
2021-11-06,2122,Bochum,Hoffenheim,2,0,H,14.0,9.0,4.0,1.0
2021-11-06,2122,Stuttgart,Bielefeld,0,1,A,9.0,15.0,4.0,2.0
2021-11-06,2122,Wolfsburg,Augsburg,1,0,H,9.0,13.0,4.0,3.0
2021-11-06,2122,RB Leipzig,Dortmund,2,1,H,15.0,9.0,7.0,3.0
2021-11-07,2122,Hertha,Leverkusen,1,1,D,15.0,8.0,5.0,3.0
2021-11-07,2122,FC Koln,Union Berlin,2,2,D,16.0,9.0,5.0,3.0
2021-11-07,2122,Greuther Furth,Ein Frankfurt,1,2,A,20.0,14.0,2.0,4.0
2021-11-19,2122,Augsburg,Bayern Munich,2,1,H,6.0,18.0,3.0,4.0
2021-11-20,2122,Leverkusen,Bochum,1,0,H,11.0,19.0,5.0,7.0
2021-11-20,2122,Union Berlin,Hertha,2,0,H,16.0,6.0,5.0,3.0
2021-11-20,2122,M'gladbach,Greuther Furth,4,0,H,19.0,4.0,11.0,2.0
2021-11-20,2122,Hoffenheim,RB Leipzig,2,0,H,24.0,4.0,8.0,0.0
2021-11-20,2122,Bielefeld,Wolfsburg,2,2,D,10.0,13.0,3.0,5.0
2021-11-20,2122,Dortmund,Stuttgart,2,1,H,20.0,12.0,4.0,4.0
2021-11-21,2122,Freiburg,Ein Frankfurt,0,2,A,20.0,13.0,6.0,7.0
2021-11-21,2122,Mainz,FC Koln,1,1,D,11.0,12.0,2.0,6.0
2021-11-26,2122,Stuttgart,Mainz,2,1,H,8.0,18.0,3.0,5.0
2021-11-27,2122,Bochum,Freiburg,2,1,H,13.0,22.0,5.0,11.0
2021-11-27,2122,FC Koln,M'gladbach,4,1,H,15.0,15.0,9.0,5.0
2021-11-27,2122,Greuther Furth,Hoffenheim,3,6,A,14.0,20.0,7.0,11.0
2021-11-27,2122,Hertha,Augsburg,1,1,D,10.0,20.0,4.0,7.0
2021-11-27,2122,Wolfsburg,Dortmund,1,3,A,15.0,16.0,7.0,8.0
2021-11-27,2122,Bayern Munich,Bielefeld,1,0,H,23.0,8.0,9.0,0.0
2021-11-28,2122,RB Leipzig,Leverkusen,1,3,A,14.0,11.0,3.0,4.0
2021-11-28,2122,Ein Frankfurt,Union Berlin,2,1,H,17.0,7.0,4.0,4.0
2021-12-03,2122,Union Berlin,RB Leipzig,2,1,H,14.0,11.0,5.0,2.0
2021-12-04,2122,Augsburg,Bochum,2,3,A,16.0,12.0,7.0,6.0
2021-12-04,2122,Bielefeld,FC Koln,1,1,D,18.0,9.0,5.0,3.0
2021-12-04,2122,Hoffenheim,Ein Frankfurt,3,2,H,8.0,17.0,4.0,2.0
2021-12-04,2122,Leverkusen,Greuther Furth,7,1,H,13.0,8.0,8.0,3.0
2021-12-04,2122,Mainz,Wolfsburg,3,0,H,12.0,16.0,5.0,0.0
2021-12-04,2122,Dortmund,Bayern Munich,2,3,A,11.0,16.0,4.0,6.0
2021-12-05,2122,Stuttgart,Hertha,2,2,D,10.0,15.0,3.0,8.0
2021-12-05,2122,M'gladbach,Freiburg,0,6,A,19.0,15.0,3.0,8.0
2021-12-10,2122,FC Koln,Augsburg,0,2,A,14.0,12.0,4.0,4.0
2021-12-11,2122,RB Leipzig,M'gladbach,4,1,H,19.0,12.0,10.0,4.0
2021-12-11,2122,Wolfsburg,Stuttgart,0,2,A,19.0,12.0,3.0,3.0
2021-12-11,2122,Hertha,Bielefeld,2,0,H,18.0,9.0,9.0,1.0
2021-12-11,2122,Bayern Munich,Mainz,2,1,H,21.0,9.0,7.0,4.0
2021-12-11,2122,Bochum,Dortmund,1,1,D,4.0,23.0,3.0,8.0
2021-12-11,2122,Freiburg,Hoffenheim,1,2,A,14.0,14.0,6.0,8.0
2021-12-12,2122,Greuther Furth,Union Berlin,1,0,H,5.0,14.0,3.0,4.0
2021-12-12,2122,Ein Frankfurt,Leverkusen,5,2,H,15.0,11.0,7.0,4.0
2021-12-14,2122,Stuttgart,Bayern Munich,0,5,A,13.0,25.0,1.0,12.0
2021-12-14,2122,Bielefeld,Bochum,2,0,H,13.0,5.0,4.0,3.0
2021-12-14,2122,Mainz,Hertha,4,0,H,21.0,7.0,11.0,1.0
2021-12-14,2122,Wolfsburg,FC Koln,2,3,A,19.0,19.0,5.0,6.0
2021-12-15,2122,M'gladbach,Ein Frankfurt,2,3,A,19.0,12.0,8.0,5.0
2021-12-15,2122,Augsburg,RB Leipzig,1,1,D,9.0,13.0,2.0,4.0
2021-12-15,2122,Dortmund,Greuther Furth,3,0,H,12.0,7.0,5.0,1.0
2021-12-15,2122,Leverkusen,Hoffenheim,2,2,D,17.0,14.0,9.0,6.0
2021-12-15,2122,Union Berlin,Freiburg,0,0,D,18.0,8.0,5.0,2.0
2021-12-17,2122,Bayern Munich,Wolfsburg,4,0,H,24.0,7.0,9.0,2.0
2021-12-18,2122,Bochum,Union Berlin,0,1,A,13.0,9.0,3.0,3.0
2021-12-18,2122,Ein Frankfurt,Mainz,1,0,H,13.0,11.0,4.0,5.0
2021-12-18,2122,Greuther Furth,Augsburg,0,0,D,4.0,14.0,1.0,5.0
2021-12-18,2122,Hoffenheim,M'gladbach,1,1,D,21.0,11.0,8.0,5.0
2021-12-18,2122,RB Leipzig,Bielefeld,0,2,A,15.0,4.0,4.0,4.0
2021-12-18,2122,Hertha,Dortmund,3,2,H,14.0,9.0,5.0,3.0
2021-12-19,2122,Freiburg,Leverkusen,2,1,H,14.0,6.0,6.0,4.0
2021-12-19,2122,FC Koln,Stuttgart,1,0,H,8.0,6.0,2.0,2.0
2022-01-07,2122,Bayern Munich,M'gladbach,1,2,A,19.0,9.0,8.0,3.0
2022-01-08,2122,Ein Frankfurt,Dortmund,2,3,A,12.0,21.0,5.0,8.0
2022-01-08,2122,RB Leipzig,Mainz,4,1,H,16.0,2.0,8.0,1.0
2022-01-08,2122,Leverkusen,Union Berlin,2,2,D,17.0,17.0,8.0,7.0
2022-01-08,2122,Greuther Furth,Stuttgart,0,0,D,10.0,18.0,3.0,3.0
2022-01-08,2122,Freiburg,Bielefeld,2,2,D,18.0,15.0,6.0,5.0
2022-01-08,2122,Hoffenheim,Augsburg,3,1,H,12.0,9.0,5.0,4.0
2022-01-09,2122,Hertha,FC Koln,1,3,A,10.0,14.0,5.0,8.0
2022-01-09,2122,Bochum,Wolfsburg,1,0,H,12.0,12.0,3.0,4.0
2022-01-14,2122,Dortmund,Freiburg,5,1,H,20.0,4.0,8.0,4.0
2022-01-15,2122,M'gladbach,Leverkusen,1,2,A,16.0,29.0,6.0,13.0
2022-01-15,2122,FC Koln,Bayern Munich,0,4,A,11.0,19.0,3.0,9.0
2022-01-15,2122,Mainz,Bochum,1,0,H,20.0,12.0,5.0,3.0
2022-01-15,2122,Stuttgart,RB Leipzig,0,2,A,16.0,7.0,10.0,3.0
2022-01-15,2122,Union Berlin,Hoffenheim,2,1,H,6.0,12.0,3.0,5.0
2022-01-15,2122,Wolfsburg,Hertha,0,0,D,7.0,6.0,3.0,2.0
2022-01-16,2122,Bielefeld,Greuther Furth,2,2,D,13.0,6.0,5.0,3.0
2022-01-16,2122,Augsburg,Ein Frankfurt,1,1,D,12.0,14.0,5.0,4.0
2022-01-21,2122,Ein Frankfurt,Bielefeld,0,2,A,17.0,8.0,7.0,5.0
2022-01-22,2122,Freiburg,Stuttgart,2,0,H,16.0,7.0,4.0,1.0
2022-01-22,2122,Greuther Furth,Mainz,2,1,H,11.0,16.0,7.0,4.0
2022-01-22,2122,Hoffenheim,Dortmund,2,3,A,14.0,3.0,2.0,2.0
2022-01-22,2122,Leverkusen,Augsburg,5,1,H,22.0,14.0,12.0,5.0
2022-01-22,2122,M'gladbach,Union Berlin,1,2,A,12.0,6.0,5.0,3.0
2022-01-22,2122,Bochum,FC Koln,2,2,D,17.0,7.0,7.0,3.0
2022-01-23,2122,RB Leipzig,Wolfsburg,2,0,H,12.0,9.0,4.0,3.0
2022-01-23,2122,Hertha,Bayern Munich,1,4,A,5.0,29.0,2.0,20.0
2022-02-04,2122,Hertha,Bochum,1,1,D,13.0,9.0,2.0,4.0
2022-02-05,2122,Bayern Munich,RB Leipzig,3,2,H,25.0,13.0,8.0,7.0
2022-02-05,2122,Stuttgart,Ein Frankfurt,2,3,A,15.0,15.0,6.0,6.0
2022-02-05,2122,Mainz,Hoffenheim,2,0,H,9.0,12.0,4.0,2.0
2022-02-05,2122,Bielefeld,M'gladbach,1,1,D,10.0,22.0,5.0,4.0
2022-02-05,2122,Augsburg,Union Berlin,2,0,H,14.0,14.0,9.0,4.0
2022-02-05,2122,FC Koln,Freiburg,1,0,H,14.0,18.0,3.0,2.0
2022-02-06,2122,Dortmund,Leverkusen,2,5,A,14.0,10.0,6.0,7.0
2022-02-06,2122,Wolfsburg,Greuther Furth,4,1,H,11.0,8.0,6.0,4.0
2022-02-11,2122,RB Leipzig,FC Koln,3,1,H,6.0,9.0,4.0,2.0
2022-02-12,2122,Leverkusen,Stuttgart,4,2,H,20.0,8.0,6.0,5.0
2022-02-12,2122,Bochum,Bayern Munich,4,2,H,12.0,22.0,7.0,4.0
2022-02-12,2122,Ein Frankfurt,Wolfsburg,0,2,A,16.0,11.0,2.0,3.0
2022-02-12,2122,Freiburg,Mainz,1,1,D,16.0,20.0,5.0,5.0
2022-02-12,2122,Greuther Furth,Hertha,2,1,H,19.0,24.0,10.0,8.0
2022-02-12,2122,M'gladbach,Augsburg,3,2,H,14.0,14.0,5.0,8.0
2022-02-13,2122,Hoffenheim,Bielefeld,2,0,H,25.0,8.0,9.0,4.0
2022-02-13,2122,Union Berlin,Dortmund,0,3,A,12.0,10.0,2.0,6.0
2022-02-18,2122,Mainz,Leverkusen,3,2,H,17.0,8.0,5.0,6.0
2022-02-19,2122,Augsburg,Freiburg,1,2,A,18.0,15.0,4.0,5.0
2022-02-19,2122,Bielefeld,Union Berlin,1,0,H,11.0,11.0,3.0,4.0
2022-02-19,2122,Stuttgart,Bochum,1,1,D,15.0,13.0,7.0,5.0
2022-02-19,2122,Wolfsburg,Hoffenheim,1,2,A,14.0,10.0,6.0,4.0
2022-02-19,2122,FC Koln,Ein Frankfurt,1,0,H,13.0,10.0,8.0,2.0
2022-02-20,2122,Hertha,RB Leipzig,1,6,A,8.0,16.0,4.0,10.0
2022-02-20,2122,Bayern Munich,Greuther Furth,4,1,H,22.0,8.0,8.0,3.0
2022-02-20,2122,Dortmund,M'gladbach,6,0,H,16.0,8.0,10.0,5.0
2022-02-25,2122,Hoffenheim,Stuttgart,2,1,H,19.0,13.0,7.0,4.0
2022-02-26,2122,Greuther Furth,FC Koln,1,1,D,13.0,17.0,5.0,5.0
2022-02-26,2122,Ein Frankfurt,Bayern Munich,0,1,A,7.0,20.0,2.0,9.0
2022-02-26,2122,Union Berlin,Mainz,3,1,H,7.0,14.0,3.0,1.0
2022-02-26,2122,Freiburg,Hertha,3,0,H,16.0,17.0,5.0,2.0
2022-02-26,2122,Leverkusen,Bielefeld,3,0,H,21.0,8.0,9.0,3.0
2022-02-26,2122,M'gladbach,Wolfsburg,2,2,D,23.0,6.0,11.0,3.0
2022-02-27,2122,Bochum,RB Leipzig,0,1,A,13.0,6.0,2.0,1.0
2022-02-27,2122,Augsburg,Dortmund,1,1,D,8.0,11.0,3.0,7.0
2022-03-04,2122,Bielefeld,Augsburg,0,1,A,6.0,7.0,1.0,1.0
2022-03-05,2122,Wolfsburg,Union Berlin,1,0,H,9.0,17.0,3.0,5.0
2022-03-05,2122,RB Leipzig,Freiburg,1,1,D,14.0,4.0,5.0,3.0
2022-03-05,2122,Stuttgart,M'gladbach,3,2,H,18.0,9.0,7.0,3.0
2022-03-05,2122,Bochum,Greuther Furth,2,1,H,15.0,9.0,9.0,2.0
2022-03-05,2122,Bayern Munich,Leverkusen,1,1,D,20.0,9.0,6.0,2.0
2022-03-05,2122,Hertha,Ein Frankfurt,1,4,A,10.0,12.0,4.0,6.0
2022-03-06,2122,FC Koln,Hoffenheim,0,1,A,10.0,13.0,3.0,3.0
2022-03-12,2122,Freiburg,Wolfsburg,3,2,H,16.0,11.0,8.0,5.0
2022-03-12,2122,Hoffenheim,Bayern Munich,1,1,D,9.0,18.0,6.0,8.0
2022-03-12,2122,Union Berlin,Stuttgart,1,1,D,11.0,11.0,3.0,3.0
2022-03-12,2122,M'gladbach,Hertha,2,0,H,12.0,12.0,5.0,3.0
2022-03-13,2122,Leverkusen,FC Koln,0,1,A,15.0,6.0,3.0,3.0
2022-03-13,2122,Dortmund,Bielefeld,1,0,H,20.0,11.0,3.0,4.0
2022-03-13,2122,Ein Frankfurt,Bochum,2,1,H,14.0,8.0,3.0,4.0
2022-03-13,2122,Greuther Furth,RB Leipzig,1,6,A,7.0,12.0,1.0,7.0
2022-03-16,2122,Mainz,Dortmund,0,1,A,10.0,11.0,1.0,4.0
2022-03-18,2122,Bochum,M'gladbach,0,2,A,15.0,8.0,7.0,5.0
2022-03-19,2122,Stuttgart,Augsburg,3,2,H,24.0,10.0,9.0,4.0
2022-03-19,2122,Mainz,Bielefeld,4,0,H,14.0,6.0,6.0,0.0
2022-03-19,2122,Bayern Munich,Union Berlin,4,0,H,16.0,9.0,7.0,4.0
2022-03-19,2122,Greuther Furth,Freiburg,0,0,D,8.0,13.0,1.0,3.0
2022-03-19,2122,Hertha,Hoffenheim,3,0,H,13.0,8.0,6.0,0.0
2022-03-20,2122,FC Koln,Dortmund,1,1,D,10.0,9.0,1.0,3.0
2022-03-20,2122,RB Leipzig,Ein Frankfurt,0,0,D,14.0,5.0,7.0,0.0
2022-03-20,2122,Wolfsburg,Leverkusen,0,2,A,18.0,17.0,4.0,7.0
2022-04-01,2122,Union Berlin,FC Koln,1,0,H,13.0,6.0,5.0,1.0
2022-04-02,2122,Bielefeld,Stuttgart,1,1,D,10.0,14.0,4.0,4.0
2022-04-02,2122,Ein Frankfurt,Greuther Furth,0,0,D,20.0,4.0,6.0,2.0
2022-04-02,2122,Freiburg,Bayern Munich,1,4,A,8.0,21.0,3.0,11.0
2022-04-02,2122,Hoffenheim,Bochum,1,2,A,14.0,20.0,7.0,6.0
2022-04-02,2122,Leverkusen,Hertha,2,1,H,18.0,7.0,7.0,4.0
2022-04-02,2122,Dortmund,RB Leipzig,1,4,A,10.0,11.0,2.0,5.0
2022-04-03,2122,M'gladbach,Mainz,1,1,D,17.0,22.0,8.0,10.0
2022-04-03,2122,Augsburg,Wolfsburg,3,0,H,13.0,17.0,5.0,5.0
2022-04-06,2122,Augsburg,Mainz,2,1,H,14.0,17.0,4.0,3.0
2022-04-08,2122,Stuttgart,Dortmund,0,2,A,13.0,10.0,2.0,4.0
2022-04-09,2122,Bayern Munich,Augsburg,1,0,H,13.0,6.0,4.0,1.0
2022-04-09,2122,FC Koln,Mainz,3,2,H,13.0,9.0,5.0,6.0
2022-04-09,2122,Greuther Furth,M'gladbach,0,2,A,10.0,18.0,1.0,7.0
2022-04-09,2122,Wolfsburg,Bielefeld,4,0,H,11.0,6.0,6.0,3.0
2022-04-09,2122,Hertha,Union Berlin,1,4,A,12.0,17.0,3.0,13.0
2022-04-10,2122,Bochum,Leverkusen,0,0,D,11.0,9.0,2.0,2.0
2022-04-10,2122,Ein Frankfurt,Freiburg,1,2,A,17.0,12.0,5.0,4.0
2022-04-10,2122,RB Leipzig,Hoffenheim,3,0,H,11.0,4.0,4.0,0.0
2022-04-16,2122,M'gladbach,FC Koln,1,3,A,18.0,17.0,4.0,6.0
2022-04-16,2122,Freiburg,Bochum,3,0,H,14.0,10.0,8.0,2.0
2022-04-16,2122,Mainz,Stuttgart,0,0,D,9.0,6.0,0.0,3.0
2022-04-16,2122,Augsburg,Hertha,0,1,A,13.0,11.0,2.0,1.0
2022-04-16,2122,Dortmund,Wolfsburg,6,1,H,12.0,9.0,8.0,4.0
2022-04-17,2122,Bielefeld,Bayern Munich,0,3,A,8.0,24.0,3.0,9.0
2022-04-17,2122,Hoffenheim,Greuther Furth,0,0,D,16.0,7.0,3.0,1.0
2022-04-17,2122,Union Berlin,Ein Frankfurt,2,0,H,14.0,10.0,4.0,3.0
2022-04-17,2122,Leverkusen,RB Leipzig,0,1,A,12.0,4.0,4.0,1.0
2022-04-22,2122,Wolfsburg,Mainz,5,0,H,15.0,5.0,7.0,3.0
2022-04-23,2122,Bayern Munich,Dortmund,3,1,H,13.0,7.0,6.0,3.0
2022-04-23,2122,RB Leipzig,Union Berlin,1,2,A,5.0,12.0,1.0,4.0
2022-04-23,2122,Greuther Furth,Leverkusen,1,4,A,9.0,10.0,4.0,5.0
2022-04-23,2122,FC Koln,Bielefeld,3,1,H,19.0,16.0,6.0,4.0
2022-04-23,2122,Ein Frankfurt,Hoffenheim,2,2,D,17.0,11.0,7.0,4.0
2022-04-23,2122,Freiburg,M'gladbach,3,3,D,19.0,7.0,8.0,4.0
2022-04-24,2122,Bochum,Augsburg,0,2,A,18.0,12.0,3.0,4.0
2022-04-24,2122,Hertha,Stuttgart,2,0,H,7.0,12.0,2.0,5.0
2022-04-29,2122,Union Berlin,Greuther Furth,1,1,D,6.0,7.0,3.0,2.0
2022-04-30,2122,Stuttgart,Wolfsburg,1,1,D,18.0,15.0,5.0,5.0
2022-04-30,2122,Augsburg,FC Koln,1,4,A,14.0,18.0,5.0,8.0
2022-04-30,2122,Bielefeld,Hertha,1,1,D,6.0,9.0,1.0,5.0
2022-04-30,2122,Dortmund,Bochum,3,4,A,19.0,12.0,10.0,5.0
2022-04-30,2122,Mainz,Bayern Munich,3,1,H,24.0,4.0,7.0,1.0
2022-04-30,2122,Hoffenheim,Freiburg,3,4,A,17.0,9.0,7.0,5.0
2022-05-02,2122,M'gladbach,RB Leipzig,3,1,H,9.0,10.0,6.0,7.0
2022-05-02,2122,Leverkusen,Ein Frankfurt,2,0,H,11.0,9.0,3.0,4.0
2022-05-06,2122,Bochum,Bielefeld,2,1,H,16.0,14.0,9.0,5.0
2022-05-07,2122,Hertha,Mainz,1,2,A,10.0,13.0,1.0,6.0
2022-05-07,2122,Hoffenheim,Leverkusen,2,4,A,12.0,15.0,5.0,8.0
2022-05-07,2122,Greuther Furth,Dortmund,1,3,A,8.0,8.0,3.0,4.0
2022-05-07,2122,Freiburg,Union Berlin,1,4,A,18.0,13.0,4.0,5.0
2022-05-07,2122,FC Koln,Wolfsburg,0,1,A,17.0,5.0,9.0,3.0
2022-05-08,2122,Ein Frankfurt,M'gladbach,1,1,D,18.0,11.0,4.0,7.0
2022-05-08,2122,Bayern Munich,Stuttgart,2,2,D,25.0,15.0,8.0,5.0
