date,season,match_id,home_team,away_team,home_goals,away_goals,result,home_atk_pre,home_def_pre,away_atk_pre,away_def_pre,home_atk_post,home_def_post,away_atk_post,away_def_post,home_elo_pre,away_elo_pre,home_elo_post,away_elo_post
2021-10-30,2122,389,Dortmund,FC Koln,2,0,H,0.4018,-0.0522,-0.1703,0.0713,0.3827,-0.0745,-0.1926,0.0522,1710.17,1441.93,1717.53,1434.57
2021-10-30,2122,390,Freiburg,Greuther Furth,3,1,H,-0.0112,-0.1759,-0.1277,0.1559,0.0063,-0.1764,-0.1282,0.1734,1584.46,1347.75,1593.05,1339.16
2021-10-30,2122,391,Leverkusen,Wolfsburg,0,2,A,0.1095,-0.1472,0.0018,-0.1811,0.0752,-0.1312,0.0177,-0.2154,1589.12,1525.96,1554.07,1561.02
2021-10-30,2122,392,Union Berlin,Bayern Munich,2,5,A,-0.0806,-0.1925,0.6687,-0.2259,-0.0677,-0.1373,0.7239,-0.213,1588.18,1803.12,1569.58,1821.72
2021-10-30,2122,393,Ein Frankfurt,RB Leipzig,1,1,D,0.0639,-0.0242,0.1534,-0.302,0.0549,-0.0358,0.1418,-0.311,1520.64,1617.22,1522.42,1615.44
2021-10-31,2122,394,Augsburg,Stuttgart,4,1,H,-0.3421,0.063,-0.0128,0.0088,-0.2885,0.0538,-0.022,0.0624,1331.64,1479.59,1374.13,1437.1
2021-10-31,2122,395,M'gladbach,Bochum,2,1,H,0.053,-0.0222,-0.1204,-0.0018,0.0543,-0.0263,-0.1245,-0.0006,1518.8,1478.73,1533.73,1463.8
2021-11-05,2122,396,Mainz,M'gladbach,1,1,D,-0.1341,-0.1378,0.0543,-0.0263,-0.1454,-0.1433,0.0487,-0.0377,1539.89,1533.73,1537.75,1535.87
2021-11-06,2122,397,Bayern Munich,Freiburg,2,1,H,0.7239,-0.213,0.0063,-0.1764,0.7003,-0.2156,0.0037,-0.2001,1821.72,1593.05,1828.42,1586.35
2021-11-06,2122,398,Bochum,Hoffenheim,2,0,H,-0.1245,-0.0006,0.0523,-0.0436,-0.1156,-0.0298,0.023,-0.0347,1463.8,1534.64,1492.07,1506.38
2021-11-06,2122,399,Stuttgart,Bielefeld,0,1,A,-0.022,0.0624,-0.4561,-0.0334,-0.0568,0.0636,-0.4549,-0.0682,1437.1,1359.7,1410.08,1386.73
2021-11-06,2122,400,Wolfsburg,Augsburg,1,0,H,0.0177,-0.2154,-0.2885,0.0538,-0.0018,-0.2322,-0.3053,0.0342,1561.02,1374.13,1569.17,1365.99
2021-11-06,2122,401,RB Leipzig,Dortmund,2,1,H,0.1418,-0.311,0.3827,-0.0745,0.1424,-0.3209,0.3729,-0.0738,1615.44,1717.53,1638.42,1694.55
2021-11-07,2122,402,Hertha,Leverkusen,1,1,D,-0.2198,0.037,0.0752,-0.1312,-0.2257,0.0259,0.0641,-0.1371,1443.2,1554.07,1445.51,1551.75
2021-11-07,2122,403,FC Koln,Union Berlin,2,2,D,-0.1926,0.0522,-0.0677,-0.1373,-0.1791,0.0648,-0.0551,-0.1237,1434.57,1569.58,1437.77,1566.38
2021-11-07,2122,404,Greuther Furth,Ein Frankfurt,1,2,A,-0.1282,0.1734,0.0549,-0.0358,-0.1395,0.1785,0.06,-0.0471,1339.16,1522.42,1326.47,1535.1
2021-11-19,2122,405,Augsburg,Bayern Munich,2,1,H,-0.3053,0.0342,0.7003,-0.2156,-0.2871,-0.0037,0.6623,-0.1975,1365.99,1828.42,1402.58,1791.82
2021-11-20,2122,406,Hoffenheim,RB Leipzig,2,0,H,0.023,-0.0347,0.1424,-0.3209,0.0357,-0.0656,0.1115,-0.3082,1506.38,1638.42,1539.23,1605.57
2021-11-20,2122,407,Dortmund,Stuttgart,2,1,H,0.3729,-0.0738,-0.0568,0.0636,0.3559,-0.0782,-0.0612,0.0467,1694.55,1410.08,1699.64,1404.99
2021-11-20,2122,408,Bielefeld,Wolfsburg,2,2,D,-0.4549,-0.0682,-0.0018,-0.2322,-0.4334,-0.0541,0.0123,-0.2107,1386.73,1569.17,1391.58,1564.32
2021-11-20,2122,409,M'gladbach,Greuther Furth,4,0,H,0.0487,-0.0377,-0.1395,0.1785,0.0825,-0.0609,-0.1628,0.2123,1535.87,1326.47,1550.54,1311.8
2021-11-20,2122,410,Leverkusen,Bochum,1,0,H,0.0641,-0.1371,-0.1156,-0.0298,0.046,-0.1587,-0.1372,-0.0479,1551.75,1492.07,1565.64,1478.18
2021-11-20,2122,411,Union Berlin,Hertha,2,0,H,-0.0551,-0.1237,-0.2257,0.0259,-0.0508,-0.1433,-0.2453,0.0302,1566.38,1445.51,1580.9,1430.99
2021-11-21,2122,412,Freiburg,Ein Frankfurt,0,2,A,0.0037,-0.2001,0.06,-0.0471,-0.0315,-0.1842,0.0758,-0.0823,1586.35,1535.1,1552.13,1569.33
2021-11-21,2122,413,Mainz,FC Koln,1,1,D,-0.1454,-0.1433,-0.1791,0.0648,-0.1594,-0.1435,-0.1792,0.0509,1537.75,1437.77,1532.33,1443.2
2021-11-26,2122,414,Stuttgart,Mainz,2,1,H,-0.0612,0.0467,-0.1594,-0.1435,-0.0512,0.0419,-0.1642,-0.1335,1404.99,1532.33,1429.37,1507.95
2021-11-27,2122,415,Bochum,Freiburg,2,1,H,-0.1372,-0.0479,-0.0315,-0.1842,-0.1239,-0.0536,-0.0372,-0.1709,1478.18,1552.13,1499.56,1530.75
2021-11-27,2122,416,FC Koln,M'gladbach,4,1,H,-0.1792,0.0509,0.0825,-0.0609,-0.1281,0.0391,0.0708,-0.0099,1443.2,1550.54,1481.98,1511.76
2021-11-27,2122,417,Greuther Furth,Hoffenheim,3,6,A,-0.1628,0.2123,0.0357,-0.0656,-0.132,0.2967,0.12,-0.0349,1311.8,1539.23,1294.15,1556.88
2021-11-27,2122,418,Hertha,Augsburg,1,1,D,-0.2453,0.0302,-0.2871,-0.0037,-0.254,0.0287,-0.2886,-0.0124,1430.99,1402.58,1428.03,1405.54
2021-11-27,2122,419,Wolfsburg,Dortmund,1,3,A,0.0123,-0.2107,0.3559,-0.0782,-0.0021,-0.1828,0.3838,-0.0927,1564.32,1699.64,1544.07,1719.89
2021-11-27,2122,420,Bayern Munich,Bielefeld,1,0,H,0.6623,-0.1975,-0.4334,-0.0541,0.6147,-0.2122,-0.4482,-0.1017,1791.82,1391.58,1794.61,1388.79
2021-11-28,2122,421,Ein Frankfurt,Union Berlin,2,1,H,0.0758,-0.0823,-0.0508,-0.1433,0.0814,-0.0866,-0.0552,-0.1377,1569.33,1580.9,1587.12,1563.1
2021-11-28,2122,422,RB Leipzig,Leverkusen,1,3,A,0.1115,-0.3082,0.046,-0.1587,0.0964,-0.2696,0.0846,-0.1738,1605.57,1565.64,1572.15,1599.06
2021-12-03,2122,423,Union Berlin,RB Leipzig,2,1,H,-0.0552,-0.1377,0.0964,-0.2696,-0.0417,-0.1444,0.0897,-0.2562,1563.1,1572.15,1580.76,1554.5
2021-12-04,2122,424,Augsburg,Bochum,2,3,A,-0.2886,-0.0124,-0.1239,-0.0536,-0.2748,0.0233,-0.0881,-0.0397,1405.54,1499.56,1388.06,1517.04
2021-12-04,2122,425,Bielefeld,FC Koln,1,1,D,-0.4482,-0.1017,-0.1281,0.0391,-0.4526,-0.1038,-0.1302,0.0347,1388.79,1481.98,1390.44,1480.33
2021-12-04,2122,426,Hoffenheim,Ein Frankfurt,3,2,H,0.12,-0.0349,0.0814,-0.0866,0.142,-0.024,0.0923,-0.0647,1556.88,1587.12,1575.74,1568.26
2021-12-04,2122,427,Leverkusen,Greuther Furth,7,1,H,0.0846,-0.1738,-0.132,0.2967,0.1708,-0.1743,-0.1325,0.3828,1599.06,1294.15,1608.24,1284.97
2021-12-04,2122,428,Mainz,Wolfsburg,3,0,H,-0.1642,-0.1335,-0.0021,-0.1828,-0.1302,-0.1577,-0.0264,-0.1488,1507.95,1544.07,1539.95,1512.07
2021-12-04,2122,429,Dortmund,Bayern Munich,2,3,A,0.3838,-0.0927,0.6147,-0.2122,0.3801,-0.0795,0.6279,-0.2159,1719.89,1794.61,1701.31,1813.19
2021-12-05,2122,430,Stuttgart,Hertha,2,2,D,-0.0512,0.0419,-0.254,0.0287,-0.0472,0.0594,-0.2365,0.0327,1429.37,1428.03,1427.41,1429.99
2021-12-05,2122,431,M'gladbach,Freiburg,0,6,A,0.0708,-0.0099,-0.0372,-0.1709,0.0375,0.0836,0.0563,-0.2042,1511.76,1530.75,1468.2,1574.31
2021-12-10,2122,432,FC Koln,Augsburg,0,2,A,-0.1302,0.0347,-0.2748,0.0233,-0.1633,0.0528,-0.2566,-0.0097,1480.33,1388.06,1443.32,1425.08
2021-12-11,2122,433,Bochum,Dortmund,1,1,D,-0.0881,-0.0397,0.3801,-0.0795,-0.0992,-0.0588,0.361,-0.0906,1517.04,1701.31,1521.95,1696.4
2021-12-11,2122,434,Freiburg,Hoffenheim,1,2,A,0.0563,-0.2042,0.142,-0.024,0.0383,-0.1903,0.1559,-0.042,1574.31,1575.74,1551.53,1598.52
2021-12-11,2122,435,Bayern Munich,Mainz,2,1,H,0.6279,-0.2159,-0.1302,-0.1577,0.609,-0.2156,-0.1299,-0.1766,1813.19,1539.95,1818.57,1534.57
2021-12-11,2122,436,RB Leipzig,M'gladbach,4,1,H,0.0897,-0.2562,0.0375,0.0836,0.1259,-0.2585,0.0351,0.1198,1554.5,1468.2,1575.39,1447.31
2021-12-11,2122,437,Wolfsburg,Stuttgart,0,2,A,-0.0264,-0.1488,-0.0472,0.0594,-0.0644,-0.1317,-0.03,0.0214,1512.07,1427.41,1475.56,1463.93
2021-12-11,2122,438,Hertha,Bielefeld,2,0,H,-0.2365,0.0327,-0.4526,-0.1038,-0.2227,0.0144,-0.4709,-0.09,1429.99,1390.44,1449.93,1370.5
2021-12-12,2122,439,Greuther Furth,Union Berlin,1,0,H,-0.1325,0.3828,-0.0417,-0.1444,-0.1404,0.3437,-0.0808,-0.1523,1284.97,1580.76,1317.15,1548.57
2021-12-12,2122,440,Ein Frankfurt,Leverkusen,5,2,H,0.0923,-0.0647,0.1708,-0.1743,0.1584,-0.0556,0.1799,-0.1082,1568.26,1608.24,1600.63,1575.87
2021-12-14,2122,441,Stuttgart,Bayern Munich,0,5,A,-0.03,0.0214,0.609,-0.2156,-0.0588,0.0691,0.6568,-0.2444,1463.93,1818.57,1452.12,1830.38
2021-12-14,2122,442,Bielefeld,Bochum,2,0,H,-0.4709,-0.09,-0.0992,-0.0588,-0.4526,-0.113,-0.1222,-0.0405,1370.5,1521.95,1404.74,1487.71
2021-12-14,2122,443,Mainz,Hertha,4,0,H,-0.1299,-0.1766,-0.2227,0.0144,-0.0827,-0.1953,-0.2413,0.0617,1534.57,1449.93,1559.8,1424.7
2021-12-14,2122,444,Wolfsburg,FC Koln,2,3,A,-0.0644,-0.1317,-0.1633,0.0528,-0.0608,-0.0924,-0.124,0.0564,1475.56,1443.32,1450.91,1467.97
2021-12-15,2122,445,M'gladbach,Ein Frankfurt,2,3,A,0.0351,0.1198,0.1584,-0.0556,0.0391,0.1431,0.1817,-0.0516,1447.31,1600.63,1433.09,1614.85
2021-12-15,2122,446,Augsburg,RB Leipzig,1,1,D,-0.2566,-0.0097,0.1259,-0.2585,-0.2586,-0.0209,0.1147,-0.2605,1425.08,1575.39,1428.82,1571.64
2021-12-15,2122,447,Dortmund,Greuther Furth,3,0,H,0.361,-0.0906,-0.1404,0.3437,0.3466,-0.1127,-0.1625,0.3292,1696.4,1317.15,1701.6,1311.95
2021-12-15,2122,448,Leverkusen,Hoffenheim,2,2,D,0.1799,-0.1082,0.1559,-0.042,0.1776,-0.0973,0.1667,-0.0443,1575.87,1598.52,1574.82,1599.57
2021-12-15,2122,449,Union Berlin,Freiburg,0,0,D,-0.0808,-0.1523,0.0383,-0.1903,-0.1089,-0.1771,0.0135,-0.2184,1548.57,1551.53,1546.78,1553.33
2021-12-17,2122,450,Bayern Munich,Wolfsburg,4,0,H,0.6568,-0.2444,-0.0608,-0.0924,0.6721,-0.2649,-0.0813,-0.0771,1830.38,1450.91,1836.61,1444.68
2021-12-18,2122,451,Bochum,Union Berlin,0,1,A,-0.1222,-0.0405,-0.1089,-0.1771,-0.1495,-0.0444,-0.1128,-0.2044,1487.71,1546.78,1468.23,1566.26
2021-12-18,2122,452,Ein Frankfurt,Mainz,1,0,H,0.1817,-0.0516,-0.0827,-0.1953,0.1654,-0.0759,-0.107,-0.2116,1614.85,1559.8,1628.98,1545.67
2021-12-18,2122,453,Greuther Furth,Augsburg,0,0,D,-0.1625,0.3292,-0.2586,-0.0209,-0.1931,0.2994,-0.2885,-0.0516,1311.95,1428.82,1314.49,1426.29
2021-12-18,2122,454,Hoffenheim,M'gladbach,1,1,D,0.1667,-0.0443,0.0391,0.1431,0.1366,-0.0519,0.0314,0.113,1599.57,1433.09,1592.19,1440.46
2021-12-18,2122,455,RB Leipzig,Bielefeld,0,2,A,0.1147,-0.2605,-0.4526,-0.113,0.0778,-0.2341,-0.4262,-0.1498,1571.64,1404.74,1530.2,1446.18
2021-12-18,2122,456,Hertha,Dortmund,3,2,H,-0.2413,0.0617,0.3466,-0.1127,-0.2071,0.0599,0.3448,-0.0785,1424.7,1701.6,1456.17,1670.12
2021-12-19,2122,457,Freiburg,Leverkusen,2,1,H,0.0135,-0.2184,0.1776,-0.0973,0.0196,-0.2251,0.1709,-0.0912,1553.33,1574.82,1571.69,1556.46
2021-12-19,2122,458,FC Koln,Stuttgart,1,0,H,-0.124,0.0564,-0.0588,0.0691,-0.1388,0.0287,-0.0866,0.0543,1467.97,1452.12,1484.22,1435.87
2022-01-07,2122,459,Bayern Munich,M'gladbach,1,2,A,0.6721,-0.2649,0.0314,0.113,0.6114,-0.2469,0.0494,0.0523,1836.61,1440.46,1799.46,1477.61
2022-01-08,2122,460,Hoffenheim,Augsburg,3,1,H,0.1366,-0.0519,-0.2885,-0.0516,0.1565,-0.0517,-0.2882,-0.0316,1592.19,1426.29,1604.14,1414.34
2022-01-08,2122,461,Freiburg,Bielefeld,2,2,D,0.0196,-0.2251,-0.4262,-0.1498,0.0273,-0.1996,-0.4007,-0.1421,1571.69,1446.18,1565.47,1452.39
2022-01-08,2122,462,Greuther Furth,Stuttgart,0,0,D,-0.1931,0.2994,-0.0866,0.0543,-0.2251,0.265,-0.1209,0.0223,1314.49,1435.87,1317.19,1433.17
2022-01-08,2122,463,RB Leipzig,Mainz,4,1,H,0.0778,-0.2341,-0.107,-0.2116,0.1257,-0.2339,-0.1068,-0.1638,1530.2,1545.67,1560.23,1515.64
2022-01-08,2122,464,Ein Frankfurt,Dortmund,2,3,A,0.1654,-0.0759,0.3448,-0.0785,0.1652,-0.0523,0.3684,-0.0787,1628.98,1670.12,1608.47,1690.63
2022-01-08,2122,465,Leverkusen,Union Berlin,2,2,D,0.1709,-0.0912,-0.1128,-0.2044,0.1754,-0.0738,-0.0955,-0.1999,1556.46,1566.26,1554.92,1567.79
2022-01-09,2122,466,Hertha,FC Koln,1,3,A,-0.2071,0.0599,-0.1388,0.0287,-0.2179,0.0942,-0.1045,0.0179,1456.17,1484.22,1427.82,1512.57
2022-01-09,2122,467,Bochum,Wolfsburg,1,0,H,-0.1495,-0.0444,-0.0813,-0.0771,-0.1588,-0.0689,-0.1058,-0.0864,1468.23,1444.68,1484.06,1428.85
2022-01-14,2122,468,Dortmund,Freiburg,5,1,H,0.3684,-0.0787,0.0273,-0.1996,0.4248,-0.0851,0.0209,-0.1431,1690.63,1565.47,1712.02,1544.09
2022-01-15,2122,469,Wolfsburg,Hertha,0,0,D,-0.1058,-0.0864,-0.2179,0.0942,-0.1422,-0.1069,-0.2384,0.0578,1428.85,1427.82,1426.91,1429.77
2022-01-15,2122,470,M'gladbach,Leverkusen,1,2,A,0.0494,0.0523,0.1754,-0.0738,0.0335,0.0574,0.1804,-0.0898,1477.61,1554.92,1459.18,1573.35
2022-01-15,2122,471,FC Koln,Bayern Munich,0,4,A,-0.1045,0.0179,0.6114,-0.2469,-0.1304,0.0458,0.6393,-0.2728,1512.57,1799.46,1496.28,1815.75
2022-01-15,2122,472,Mainz,Bochum,1,0,H,-0.1068,-0.1638,-0.1588,-0.0689,-0.1176,-0.1839,-0.179,-0.0798,1515.64,1484.06,1531.03,1468.67
2022-01-15,2122,473,Stuttgart,RB Leipzig,0,2,A,-0.1209,0.0223,0.1257,-0.2339,-0.1467,0.03,0.1334,-0.2597,1433.17,1560.23,1412.32,1581.08
2022-01-15,2122,474,Union Berlin,Hoffenheim,2,1,H,-0.0955,-0.1999,0.1565,-0.0517,-0.0873,-0.2066,0.1499,-0.0435,1567.79,1604.14,1587.01,1584.92
2022-01-16,2122,475,Augsburg,Ein Frankfurt,1,1,D,-0.2882,-0.0316,0.1652,-0.0523,-0.2944,-0.0434,0.1535,-0.0585,1414.34,1608.47,1419.58,1603.24
2022-01-16,2122,476,Bielefeld,Greuther Furth,2,2,D,-0.4007,-0.1421,-0.2251,0.265,-0.3928,-0.1214,-0.2044,0.2729,1452.39,1317.19,1445.89,1323.69
2022-01-21,2122,477,Ein Frankfurt,Bielefeld,0,2,A,0.1535,-0.0585,-0.3928,-0.1214,0.1155,-0.0362,-0.3705,-0.1594,1603.24,1445.89,1562.31,1486.82
2022-01-22,2122,478,Freiburg,Stuttgart,2,0,H,0.0209,-0.1431,-0.1467,0.03,0.0222,-0.1639,-0.1676,0.0313,1544.09,1412.32,1557.95,1398.46
2022-01-22,2122,479,Greuther Furth,Mainz,2,1,H,-0.2044,0.2729,-0.1176,-0.1839,-0.1893,0.2604,-0.1301,-0.1688,1323.69,1531.03,1352.18,1502.54
2022-01-22,2122,480,Hoffenheim,Dortmund,2,3,A,0.1499,-0.0435,0.4248,-0.0851,0.1506,-0.0242,0.4441,-0.0843,1584.92,1712.02,1569.29,1727.65
2022-01-22,2122,481,Leverkusen,Augsburg,5,1,H,0.1804,-0.0898,-0.2944,-0.0434,0.2382,-0.0887,-0.2933,0.0144,1573.35,1419.58,1592.26,1400.67
2022-01-22,2122,482,M'gladbach,Union Berlin,1,2,A,0.0335,0.0574,-0.0873,-0.2066,0.0226,0.0704,-0.0742,-0.2175,1459.18,1587.01,1443.59,1602.6
2022-01-22,2122,483,Bochum,FC Koln,2,2,D,-0.179,-0.0798,-0.1304,0.0458,-0.1712,-0.0623,-0.1129,0.0536,1468.67,1496.28,1467.81,1497.14
2022-01-23,2122,484,RB Leipzig,Wolfsburg,2,0,H,0.1334,-0.2597,-0.1422,-0.1069,0.1356,-0.2783,-0.1608,-0.1047,1581.08,1426.91,1593.66,1414.33
2022-01-23,2122,485,Hertha,Bayern Munich,1,4,A,-0.2384,0.0578,0.6393,-0.2728,-0.2405,0.082,0.6634,-0.2748,1429.77,1815.75,1421.35,1824.17
2022-02-04,2122,486,Hertha,Bochum,1,1,D,-0.2405,0.082,-0.1712,-0.0623,-0.2477,0.0765,-0.1766,-0.0695,1421.35,1467.81,1421.21,1467.95
2022-02-05,2122,487,FC Koln,Freiburg,1,0,H,-0.1129,0.0536,0.0222,-0.1639,-0.1208,0.0236,-0.0078,-0.1718,1497.14,1557.95,1517.76,1537.33
2022-02-05,2122,488,Augsburg,Union Berlin,2,0,H,-0.2933,0.0144,-0.0742,-0.2175,-0.2754,-0.0118,-0.1004,-0.1996,1400.67,1602.6,1438.31,1564.96
2022-02-05,2122,489,Bielefeld,M'gladbach,1,1,D,-0.3705,-0.1594,0.0226,0.0704,-0.3778,-0.1636,0.0183,0.0632,1486.82,1443.59,1483.32,1447.08
2022-02-05,2122,490,Stuttgart,Ein Frankfurt,2,3,A,-0.1676,0.0313,0.1155,-0.0362,-0.1576,0.0591,0.1433,-0.0262,1398.46,1562.31,1384.79,1575.98
2022-02-05,2122,491,Bayern Munich,RB Leipzig,3,2,H,0.6634,-0.2748,0.1356,-0.2783,0.6694,-0.259,0.1515,-0.2724,1824.17,1593.66,1830.81,1587.02
2022-02-05,2122,492,Mainz,Hoffenheim,2,0,H,-0.1301,-0.1688,0.1506,-0.0242,-0.1216,-0.1961,0.1233,-0.0157,1502.54,1569.29,1530.49,1541.34
2022-02-06,2122,493,Dortmund,Leverkusen,2,5,A,0.4441,-0.0843,0.2382,-0.0887,0.4316,-0.0168,0.3058,-0.1012,1727.65,1592.26,1678.05,1641.86
2022-02-06,2122,494,Wolfsburg,Greuther Furth,4,1,H,-0.1608,-0.1047,-0.1893,0.2604,-0.1214,-0.1054,-0.1901,0.2998,1414.33,1352.18,1437.26,1329.24
2022-02-11,2122,495,RB Leipzig,FC Koln,3,1,H,0.1515,-0.2724,-0.1208,0.0236,0.1676,-0.2712,-0.1196,0.0397,1587.02,1517.76,1604.88,1499.9
2022-02-12,2122,496,M'gladbach,Augsburg,3,2,H,0.0183,0.0632,-0.2754,-0.0118,0.0413,0.0807,-0.2579,0.0112,1447.08,1438.31,1463.73,1421.66
2022-02-12,2122,497,Leverkusen,Stuttgart,4,2,H,0.3058,-0.1012,-0.1576,0.0591,0.3328,-0.0826,-0.139,0.0861,1641.86,1384.79,1649.64,1377.01
2022-02-12,2122,498,Bochum,Bayern Munich,4,2,H,-0.1766,-0.0695,0.6694,-0.259,-0.1204,-0.0801,0.6587,-0.2028,1467.95,1830.81,1513.72,1785.03
2022-02-12,2122,499,Ein Frankfurt,Wolfsburg,0,2,A,0.1433,-0.0262,-0.1214,-0.1054,0.1051,-0.0102,-0.1054,-0.1436,1575.98,1437.26,1536.11,1477.14
2022-02-12,2122,500,Freiburg,Mainz,1,1,D,-0.0078,-0.1718,-0.1216,-0.1961,-0.0178,-0.1726,-0.1224,-0.2061,1537.33,1530.49,1535.17,1532.65
2022-02-12,2122,501,Greuther Furth,Hertha,2,1,H,-0.1901,0.2998,-0.2477,0.0765,-0.1829,0.2905,-0.257,0.0837,1329.24,1421.21,1351.65,1398.81
2022-02-13,2122,502,Union Berlin,Dortmund,0,3,A,-0.1004,-0.1996,0.4316,-0.0168,-0.1332,-0.1746,0.4566,-0.0495,1564.96,1678.05,1537.62,1705.39
2022-02-13,2122,503,Hoffenheim,Bielefeld,2,0,H,0.1233,-0.0157,-0.3778,-0.1636,0.128,-0.0345,-0.3965,-0.159,1541.34,1483.32,1559.97,1464.69
2022-02-18,2122,504,Mainz,Leverkusen,3,2,H,-0.1224,-0.2061,0.3328,-0.0826,-0.0923,-0.1977,0.3413,-0.0526,1532.65,1649.64,1556.46,1625.83
2022-02-19,2122,505,Augsburg,Freiburg,1,2,A,-0.2579,0.0112,-0.0178,-0.1726,-0.2618,0.0236,-0.0054,-0.1765,1421.66,1535.17,1405.28,1551.55
2022-02-19,2122,506,Bielefeld,Union Berlin,1,0,H,-0.3965,-0.159,-0.1332,-0.1746,-0.3973,-0.1797,-0.1539,-0.1754,1464.69,1537.62,1486.01,1516.3
2022-02-19,2122,507,Stuttgart,Bochum,1,1,D,-0.139,0.0861,-0.1204,-0.0801,-0.1486,0.0793,-0.1273,-0.0897,1377.01,1513.72,1380.27,1510.46
2022-02-19,2122,508,Wolfsburg,Hoffenheim,1,2,A,-0.1054,-0.1436,0.128,-0.0345,-0.1174,-0.131,0.1406,-0.0464,1477.14,1559.97,1459.02,1578.09
2022-02-19,2122,509,FC Koln,Ein Frankfurt,1,0,H,-0.1196,0.0397,0.1051,-0.0102,-0.1319,0.0076,0.0729,-0.0225,1499.9,1536.11,1519.11,1516.9
2022-02-20,2122,510,Dortmund,M'gladbach,6,0,H,0.4566,-0.0495,0.0413,0.0807,0.5136,-0.0771,0.0137,0.1377,1705.39,1463.73,1717.97,1451.15
2022-02-20,2122,511,Hertha,RB Leipzig,1,6,A,-0.257,0.0837,0.1676,-0.2712,-0.2587,0.168,0.2519,-0.2728,1398.81,1604.88,1375.66,1628.03
2022-02-20,2122,512,Bayern Munich,Greuther Furth,4,1,H,0.6587,-0.2028,-0.1829,0.2905,0.6436,-0.2017,-0.1818,0.2754,1785.03,1351.65,1788.92,1347.76
2022-02-25,2122,513,Hoffenheim,Stuttgart,2,1,H,0.1406,-0.0464,-0.1486,0.0793,0.1348,-0.0493,-0.1515,0.0734,1578.09,1380.27,1585.83,1372.52
2022-02-26,2122,514,Ein Frankfurt,Bayern Munich,0,1,A,0.0729,-0.0225,0.6436,-0.2017,0.0406,-0.0542,0.6119,-0.2341,1516.9,1788.92,1508.18,1797.63
2022-02-26,2122,515,M'gladbach,Wolfsburg,2,2,D,0.0137,0.1377,-0.1174,-0.131,0.021,0.1493,-0.1058,-0.1237,1451.15,1459.02,1449.54,1460.63
2022-02-26,2122,516,Leverkusen,Bielefeld,3,0,H,0.3413,-0.0526,-0.3973,-0.1797,0.358,-0.0703,-0.415,-0.163,1625.83,1486.01,1642.57,1469.27
2022-02-26,2122,517,Greuther Furth,FC Koln,1,1,D,-0.1818,0.2754,-0.1319,0.0076,-0.1927,0.2633,-0.144,-0.0033,1347.76,1519.11,1352.24,1514.63
2022-02-26,2122,518,Union Berlin,Mainz,3,1,H,-0.1539,-0.1754,-0.0923,-0.1977,-0.1198,-0.1767,-0.0936,-0.1636,1516.3,1556.46,1542.21,1530.55
2022-02-26,2122,519,Freiburg,Hertha,3,0,H,-0.0054,-0.1765,-0.2587,0.168,0.0113,-0.1945,-0.2767,0.1847,1551.55,1375.66,1565.83,1361.38
2022-02-27,2122,520,Bochum,RB Leipzig,0,1,A,-0.1273,-0.0897,0.2519,-0.2728,-0.1519,-0.1024,0.2392,-0.2975,1510.46,1628.03,1494.3,1644.19
2022-02-27,2122,521,Augsburg,Dortmund,1,1,D,-0.2618,0.0236,0.5136,-0.0771,-0.268,-0.004,0.486,-0.0833,1405.28,1717.97,1413.79,1709.45
2022-03-04,2122,522,Bielefeld,Augsburg,0,1,A,-0.415,-0.163,-0.268,-0.004,-0.4392,-0.161,-0.2661,-0.0282,1469.27,1413.79,1443.38,1439.69
2022-03-05,2122,523,Bayern Munich,Leverkusen,1,1,D,0.6119,-0.2341,0.358,-0.0703,0.5687,-0.2455,0.3466,-0.1136,1797.63,1642.57,1790.56,1649.64
2022-03-05,2122,524,Bochum,Greuther Furth,2,1,H,-0.1519,-0.1024,-0.1927,0.2633,-0.1531,-0.1031,-0.1934,0.2622,1494.3,1352.24,1504.25,1342.29
2022-03-05,2122,525,Hertha,Ein Frankfurt,1,4,A,-0.2767,0.1847,0.0406,-0.0542,-0.2831,0.2298,0.0858,-0.0607,1361.38,1508.18,1337.11,1532.46
2022-03-05,2122,526,RB Leipzig,Freiburg,1,1,D,0.2392,-0.2975,0.0113,-0.1945,0.2207,-0.2984,0.0104,-0.2129,1644.19,1565.83,1639.47,1570.54
2022-03-05,2122,527,Wolfsburg,Union Berlin,1,0,H,-0.1058,-0.1237,-0.1198,-0.1767,-0.1135,-0.1455,-0.1416,-0.1844,1460.63,1542.21,1482.44,1520.4
2022-03-05,2122,528,Stuttgart,M'gladbach,3,2,H,-0.1515,0.0734,0.021,0.1493,-0.1282,0.0829,0.0304,0.1726,1372.52,1449.54,1394.07,1427.99
2022-03-06,2122,529,FC Koln,Hoffenheim,0,1,A,-0.144,-0.0033,0.1348,-0.0493,-0.1743,-0.015,0.1231,-0.0797,1514.63,1585.83,1495.85,1604.61
2022-03-12,2122,530,Freiburg,Wolfsburg,3,2,H,0.0104,-0.2129,-0.1135,-0.1455,0.0383,-0.193,-0.0936,-0.1177,1570.54,1482.44,1582.98,1470.0
2022-03-12,2122,531,Hoffenheim,Bayern Munich,1,1,D,0.1231,-0.0797,0.5687,-0.2455,0.1105,-0.105,0.5433,-0.2581,1604.61,1790.56,1609.58,1785.6
2022-03-12,2122,532,Union Berlin,Stuttgart,1,1,D,-0.1416,-0.1844,-0.1282,0.0829,-0.1563,-0.1848,-0.1285,0.0682,1520.4,1394.07,1514.16,1400.31
